age,gender,race,educ,urban,region,income,occup1,union,religion,vote,presvote
70,female,White,HighSchool,central,northeast,34-67 %ile,clerical,no,catholic,yes,democrat
26,female,White,HighSchool,suburban,northeast,68-95 %ile,professional,no,catholic,yes,republican
25,male,White,CollegeDegree,central,northeast,34-67 %ile,professional,no,other,yes,democrat
38,female,White,HighSchool,suburban,northeast,17-33 %ile,clerical,no,protestant,yes,NA
64,male,White,CollegeDegree,suburban,south,34-67 %ile,clerical,no,protestant,yes,republican
65,male,White,HighSchool,suburban,northeast,34-67 %ile,clerical,no,other,yes,republican
66,female,White,HighSchool,suburban,south,0-16 %ile,homemakers,no,catholic,yes,democrat
45,female,White,CollegeDegree,suburban,north central,34-67 %ile,homemakers,no,catholic,yes,republican
23,female,Hispanic,HighSchool,suburban,south,0-16 %ile,clerical,no,catholic,yes,democrat
36,female,White,CollegeDegree,suburban,west,34-67 %ile,professional,no,catholic,yes,other
45,male,White,SomeCollege,suburban,west,68-95 %ile,clerical,no,other,yes,democrat
34,female,White,SomeCollege,rural,northeast,17-33 %ile,professional,no,protestant,yes,other
72,female,White,HighSchool,rural,northeast,0-16 %ile,clerical,no,protestant,yes,democrat
22,female,White,HighSchool,rural,south,68-95 %ile,skilled,no,protestant,yes,republican
24,female,White,SomeCollege,rural,west,0-16 %ile,skilled,no,other,yes,democrat
75,female,White,HighSchool,suburban,north central,0-16 %ile,homemakers,no,jewish,yes,democrat
33,female,White,CollegeDegree,central,north central,34-67 %ile,professional,no,catholic,yes,republican
65,female,White,HighSchool,central,north central,34-67 %ile,clerical,no,protestant,yes,republican
67,male,NativeAmerican,SomeCollege,rural,west,68-95 %ile,skilled,no,protestant,yes,democrat
30,male,White,SomeCollege,suburban,west,68-95 %ile,professional,yes,catholic,yes,republican
54,male,White,CollegeDegree,central,west,96-100 %ile,clerical,yes,other,yes,democrat
32,male,Hispanic,HighSchool,suburban,west,34-67 %ile,skilled,yes,protestant,no,NA
43,male,White,CollegeDegree,central,west,68-95 %ile,professional,no,other,yes,republican
67,male,White,CollegeDegree,suburban,west,96-100 %ile,professional,yes,protestant,yes,republican
20,male,White,HighSchool,rural,north central,34-67 %ile,skilled,no,protestant,yes,other
75,male,White,GradeSchool,central,south,0-16 %ile,farmers,no,protestant,yes,republican
20,male,White,HighSchool,central,south,0-16 %ile,laborer,no,protestant,yes,democrat
31,male,White,CollegeDegree,suburban,west,68-95 %ile,clerical,no,other,yes,democrat
44,female,White,CollegeDegree,suburban,west,34-67 %ile,professional,no,catholic,yes,democrat
24,female,White,HighSchool,suburban,west,17-33 %ile,homemakers,no,catholic,yes,other
64,female,White,HighSchool,rural,south,34-67 %ile,homemakers,no,protestant,yes,republican
55,female,Hispanic,GradeSchool,rural,south,0-16 %ile,homemakers,no,catholic,yes,democrat
24,male,Black,HighSchool,rural,south,68-95 %ile,clerical,no,protestant,no,NA
75,female,White,HighSchool,suburban,northeast,17-33 %ile,clerical,no,protestant,yes,republican
66,female,Black,HighSchool,central,north central,0-16 %ile,skilled,no,protestant,yes,democrat
83,male,White,HighSchool,suburban,north central,17-33 %ile,professional,no,catholic,yes,democrat
40,female,White,HighSchool,suburban,north central,96-100 %ile,clerical,no,protestant,yes,republican
28,male,White,HighSchool,suburban,north central,34-67 %ile,skilled,no,other,no,NA
27,male,White,HighSchool,suburban,north central,17-33 %ile,farmers,no,protestant,yes,republican
43,male,NativeAmerican,HighSchool,suburban,northeast,68-95 %ile,skilled,no,protestant,yes,republican
37,female,White,HighSchool,suburban,south,68-95 %ile,skilled,no,protestant,yes,democrat
29,male,Black,CollegeDegree,central,south,17-33 %ile,professional,no,protestant,yes,democrat
66,male,White,GradeSchool,central,west,17-33 %ile,skilled,no,catholic,yes,democrat
25,female,White,CollegeDegree,central,west,34-67 %ile,clerical,no,other,yes,democrat
20,male,White,SomeCollege,suburban,north central,68-95 %ile,professional,no,protestant,yes,democrat
44,female,Black,SomeCollege,suburban,south,34-67 %ile,clerical,no,catholic,yes,democrat
29,female,White,CollegeDegree,central,northeast,68-95 %ile,professional,no,other,yes,democrat
76,female,White,SomeCollege,central,west,17-33 %ile,skilled,no,protestant,no,NA
33,male,White,SomeCollege,rural,northeast,68-95 %ile,professional,no,protestant,yes,democrat
82,male,White,HighSchool,suburban,south,17-33 %ile,skilled,no,protestant,yes,democrat
79,female,White,HighSchool,rural,north central,34-67 %ile,homemakers,no,protestant,yes,republican
48,female,Black,HighSchool,central,south,17-33 %ile,skilled,yes,protestant,yes,democrat
76,female,White,HighSchool,suburban,south,17-33 %ile,clerical,no,other,yes,democrat
53,female,White,SomeCollege,rural,north central,96-100 %ile,professional,no,catholic,yes,democrat
25,female,White,HighSchool,rural,north central,68-95 %ile,homemakers,no,catholic,no,NA
59,female,Black,HighSchool,central,south,0-16 %ile,skilled,no,protestant,yes,democrat
41,female,White,CollegeDegree,central,south,96-100 %ile,clerical,no,jewish,no,NA
45,female,White,SomeCollege,suburban,northeast,68-95 %ile,professional,no,catholic,yes,republican
51,female,White,HighSchool,central,northeast,0-16 %ile,clerical,no,catholic,yes,democrat
38,male,White,CollegeDegree,central,north central,68-95 %ile,professional,no,protestant,yes,republican
58,female,White,HighSchool,suburban,north central,34-67 %ile,homemakers,no,protestant,yes,democrat
34,female,Black,HighSchool,suburban,south,17-33 %ile,homemakers,no,protestant,no,NA
73,female,Black,GradeSchool,central,south,0-16 %ile,skilled,no,protestant,no,NA
69,male,White,GradeSchool,rural,north central,0-16 %ile,skilled,no,protestant,no,NA
44,female,White,HighSchool,rural,north central,34-67 %ile,skilled,yes,protestant,yes,republican
53,female,White,HighSchool,suburban,northeast,34-67 %ile,clerical,yes,catholic,yes,democrat
25,female,White,CollegeDegree,suburban,northeast,34-67 %ile,professional,no,catholic,yes,democrat
43,male,White,HighSchool,rural,northeast,34-67 %ile,skilled,no,other,yes,other
58,male,White,CollegeDegree,suburban,south,68-95 %ile,professional,no,protestant,yes,republican
21,female,Hispanic,HighSchool,central,south,68-95 %ile,clerical,no,catholic,no,NA
54,male,White,CollegeDegree,central,south,0-16 %ile,skilled,no,protestant,yes,republican
44,male,White,CollegeDegree,central,south,68-95 %ile,professional,no,other,yes,democrat
42,male,Hispanic,CollegeDegree,central,south,68-95 %ile,professional,no,catholic,yes,democrat
20,male,White,SomeCollege,rural,north central,17-33 %ile,skilled,no,other,yes,democrat
31,female,White,SomeCollege,rural,north central,17-33 %ile,clerical,no,protestant,yes,other
20,male,Black,HighSchool,rural,south,0-16 %ile,skilled,no,protestant,no,NA
75,female,White,GradeSchool,rural,north central,34-67 %ile,homemakers,no,protestant,no,NA
64,male,White,HighSchool,rural,south,68-95 %ile,farmers,no,protestant,yes,republican
54,female,White,HighSchool,rural,south,17-33 %ile,skilled,no,protestant,yes,democrat
74,female,White,GradeSchool,suburban,north central,0-16 %ile,homemakers,no,protestant,yes,democrat
49,male,White,CollegeDegree,suburban,north central,68-95 %ile,professional,yes,protestant,yes,democrat
71,female,White,HighSchool,suburban,north central,0-16 %ile,clerical,no,protestant,yes,democrat
36,male,White,HighSchool,suburban,northeast,68-95 %ile,skilled,no,catholic,yes,other
29,male,White,HighSchool,suburban,south,0-16 %ile,skilled,no,protestant,yes,republican
28,male,Black,HighSchool,suburban,south,34-67 %ile,laborer,no,protestant,no,NA
20,female,White,HighSchool,suburban,west,68-95 %ile,professional,no,catholic,yes,democrat
62,male,White,CollegeDegree,suburban,west,68-95 %ile,professional,no,other,yes,democrat
63,female,White,GradeSchool,rural,north central,17-33 %ile,skilled,no,catholic,yes,other
64,female,White,HighSchool,rural,west,0-16 %ile,skilled,no,protestant,yes,republican
45,male,White,HighSchool,rural,north central,68-95 %ile,skilled,no,protestant,yes,republican
55,female,White,SomeCollege,rural,north central,68-95 %ile,homemakers,yes,catholic,yes,other
46,male,White,HighSchool,rural,north central,68-95 %ile,farmers,no,protestant,yes,republican
30,male,White,HighSchool,suburban,northeast,34-67 %ile,clerical,no,protestant,yes,republican
38,female,Hispanic,CollegeDegree,central,west,17-33 %ile,professional,yes,protestant,yes,republican
49,male,White,CollegeDegree,central,west,68-95 %ile,professional,no,protestant,yes,democrat
29,male,White,CollegeDegree,rural,northeast,68-95 %ile,professional,no,protestant,yes,democrat
52,male,White,CollegeDegree,rural,north central,34-67 %ile,farmers,no,protestant,yes,democrat
70,female,White,GradeSchool,rural,north central,34-67 %ile,homemakers,no,protestant,yes,democrat
66,male,White,SomeCollege,rural,north central,17-33 %ile,professional,no,protestant,yes,other
31,female,Black,HighSchool,rural,south,0-16 %ile,skilled,no,protestant,yes,democrat
34,female,White,SomeCollege,suburban,west,34-67 %ile,professional,no,catholic,yes,democrat
68,male,Black,GradeSchool,central,south,34-67 %ile,clerical,no,catholic,yes,democrat
44,male,Black,HighSchool,central,south,34-67 %ile,skilled,no,protestant,yes,democrat
57,male,Black,HighSchool,central,south,17-33 %ile,skilled,no,protestant,yes,democrat
30,female,White,SomeCollege,central,northeast,68-95 %ile,professional,no,protestant,yes,NA
25,male,White,SomeCollege,central,northeast,0-16 %ile,skilled,no,protestant,no,NA
28,male,White,HighSchool,suburban,north central,68-95 %ile,professional,no,protestant,yes,other
66,male,White,HighSchool,suburban,north central,34-67 %ile,skilled,no,protestant,yes,NA
41,male,White,SomeCollege,suburban,west,34-67 %ile,skilled,yes,other,yes,republican
71,female,White,HighSchool,rural,west,34-67 %ile,clerical,no,protestant,yes,republican
38,male,White,HighSchool,rural,west,34-67 %ile,professional,yes,other,yes,other
69,female,White,CollegeDegree,rural,west,34-67 %ile,homemakers,no,protestant,yes,republican
41,female,White,CollegeDegree,rural,west,68-95 %ile,professional,yes,other,yes,democrat
70,female,White,HighSchool,rural,south,0-16 %ile,homemakers,no,protestant,yes,republican
76,female,White,GradeSchool,rural,south,0-16 %ile,skilled,no,protestant,no,NA
79,female,White,GradeSchool,rural,south,17-33 %ile,skilled,yes,protestant,yes,democrat
77,female,White,SomeCollege,rural,south,34-67 %ile,professional,no,protestant,yes,democrat
52,male,White,HighSchool,rural,south,0-16 %ile,skilled,no,other,yes,democrat
22,male,Black,HighSchool,rural,south,34-67 %ile,skilled,no,protestant,no,NA
64,female,White,GradeSchool,rural,north central,0-16 %ile,skilled,no,protestant,yes,democrat
25,male,White,HighSchool,suburban,west,68-95 %ile,skilled,no,other,yes,other
75,female,White,CollegeDegree,suburban,west,68-95 %ile,homemakers,no,protestant,yes,other
54,female,Black,HighSchool,suburban,south,17-33 %ile,clerical,no,protestant,yes,democrat
53,male,Asian,CollegeDegree,suburban,west,68-95 %ile,professional,no,catholic,yes,democrat
39,female,White,CollegeDegree,central,west,96-100 %ile,homemakers,no,protestant,yes,republican
45,female,White,HighSchool,suburban,west,34-67 %ile,skilled,yes,protestant,yes,democrat
38,female,White,HighSchool,rural,south,68-95 %ile,clerical,no,protestant,yes,republican
35,male,White,SomeCollege,central,north central,34-67 %ile,skilled,no,protestant,yes,democrat
30,male,Black,SomeCollege,central,north central,68-95 %ile,skilled,yes,protestant,yes,democrat
20,female,White,HighSchool,suburban,north central,17-33 %ile,skilled,no,catholic,yes,democrat
36,male,White,HighSchool,suburban,northeast,68-95 %ile,professional,no,protestant,yes,other
70,female,NativeAmerican,SomeCollege,suburban,south,34-67 %ile,professional,no,protestant,yes,republican
29,female,White,SomeCollege,suburban,north central,17-33 %ile,farmers,no,catholic,yes,democrat
36,female,Hispanic,HighSchool,rural,south,34-67 %ile,skilled,no,catholic,no,NA
34,female,White,HighSchool,rural,west,34-67 %ile,clerical,no,other,yes,democrat
38,female,White,SomeCollege,rural,west,68-95 %ile,homemakers,no,other,yes,democrat
45,female,White,SomeCollege,rural,north central,34-67 %ile,homemakers,no,protestant,yes,other
73,female,White,GradeSchool,rural,north central,0-16 %ile,professional,no,protestant,no,NA
51,female,White,HighSchool,rural,north central,17-33 %ile,clerical,no,protestant,no,NA
25,female,White,HighSchool,central,south,0-16 %ile,skilled,no,other,yes,democrat
47,male,White,HighSchool,suburban,west,96-100 %ile,skilled,no,other,yes,democrat
72,female,White,GradeSchool,rural,north central,17-33 %ile,skilled,no,protestant,yes,democrat
20,male,White,HighSchool,rural,north central,68-95 %ile,skilled,yes,protestant,yes,democrat
59,male,White,CollegeDegree,rural,north central,68-95 %ile,skilled,no,protestant,yes,other
28,male,White,SomeCollege,suburban,northeast,34-67 %ile,professional,no,protestant,yes,democrat
88,female,White,HighSchool,rural,northeast,68-95 %ile,professional,no,protestant,no,NA
25,female,White,HighSchool,suburban,north central,34-67 %ile,skilled,no,protestant,yes,democrat
69,female,White,HighSchool,central,northeast,34-67 %ile,professional,yes,other,yes,democrat
39,male,White,CollegeDegree,suburban,northeast,68-95 %ile,laborer,yes,catholic,yes,democrat
53,female,White,HighSchool,suburban,northeast,34-67 %ile,homemakers,no,catholic,yes,other
51,male,Black,HighSchool,central,south,34-67 %ile,skilled,no,protestant,yes,democrat
58,male,Hispanic,HighSchool,suburban,west,17-33 %ile,skilled,no,protestant,yes,democrat
40,male,White,CollegeDegree,central,north central,96-100 %ile,professional,no,catholic,yes,republican
36,female,Hispanic,HighSchool,central,north central,68-95 %ile,homemakers,yes,protestant,yes,republican
65,female,White,SomeCollege,central,north central,34-67 %ile,clerical,no,catholic,yes,republican
78,female,White,SomeCollege,central,north central,34-67 %ile,clerical,yes,catholic,yes,democrat
53,male,White,HighSchool,suburban,north central,68-95 %ile,skilled,yes,catholic,yes,other
78,female,White,CollegeDegree,suburban,north central,96-100 %ile,professional,no,catholic,yes,republican
91,male,White,SomeCollege,suburban,north central,17-33 %ile,farmers,no,catholic,yes,democrat
26,female,Black,SomeCollege,central,south,68-95 %ile,clerical,no,protestant,yes,democrat
81,female,White,HighSchool,suburban,north central,17-33 %ile,clerical,no,protestant,yes,republican
39,female,White,SomeCollege,suburban,north central,34-67 %ile,professional,no,catholic,yes,other
72,female,White,SomeCollege,rural,north central,34-67 %ile,professional,no,protestant,yes,democrat
35,male,White,CollegeDegree,suburban,west,34-67 %ile,professional,no,protestant,yes,republican
68,male,White,SomeCollege,central,north central,34-67 %ile,skilled,no,catholic,yes,republican
40,female,White,HighSchool,rural,north central,68-95 %ile,farmers,no,protestant,no,NA
85,female,White,HighSchool,suburban,north central,68-95 %ile,clerical,no,protestant,yes,republican
72,female,Black,HighSchool,suburban,south,34-67 %ile,skilled,no,protestant,yes,democrat
40,female,White,CollegeDegree,suburban,west,34-67 %ile,skilled,no,other,yes,democrat
52,male,White,HighSchool,rural,northeast,17-33 %ile,skilled,yes,protestant,no,NA
58,male,White,HighSchool,suburban,north central,17-33 %ile,skilled,no,protestant,yes,republican
25,male,White,HighSchool,rural,northeast,17-33 %ile,skilled,no,catholic,no,NA
39,male,Asian,CollegeDegree,central,west,68-95 %ile,professional,no,other,yes,democrat
63,female,Hispanic,HighSchool,suburban,west,0-16 %ile,skilled,yes,protestant,yes,democrat
31,male,Black,HighSchool,suburban,west,68-95 %ile,homemakers,no,other,yes,democrat
62,female,White,CollegeDegree,central,northeast,34-67 %ile,professional,no,catholic,yes,republican
35,female,White,CollegeDegree,suburban,northeast,68-95 %ile,professional,no,other,yes,democrat
58,female,White,CollegeDegree,central,north central,34-67 %ile,homemakers,no,protestant,yes,republican
21,male,White,SomeCollege,central,north central,34-67 %ile,clerical,no,protestant,yes,other
41,female,NativeAmerican,HighSchool,central,north central,68-95 %ile,professional,no,protestant,yes,democrat
31,male,Black,HighSchool,central,north central,68-95 %ile,skilled,yes,protestant,yes,democrat
61,male,White,HighSchool,suburban,south,34-67 %ile,skilled,yes,protestant,yes,democrat
69,female,White,HighSchool,suburban,south,17-33 %ile,skilled,no,catholic,yes,democrat
41,female,Hispanic,HighSchool,central,south,17-33 %ile,clerical,no,catholic,no,NA
26,male,Black,HighSchool,suburban,south,68-95 %ile,skilled,no,protestant,yes,NA
31,female,White,HighSchool,rural,northeast,34-67 %ile,clerical,yes,protestant,yes,republican
39,female,White,CollegeDegree,central,west,34-67 %ile,professional,no,protestant,yes,republican
75,female,White,GradeSchool,suburban,north central,17-33 %ile,homemakers,no,protestant,yes,democrat
46,female,Black,HighSchool,central,south,0-16 %ile,skilled,no,protestant,no,NA
31,male,White,HighSchool,rural,northeast,68-95 %ile,skilled,yes,catholic,yes,other
83,male,White,HighSchool,suburban,south,68-95 %ile,professional,no,other,yes,democrat
35,male,Hispanic,HighSchool,suburban,south,17-33 %ile,skilled,no,catholic,no,NA
30,male,White,CollegeDegree,suburban,south,34-67 %ile,professional,no,catholic,yes,republican
60,male,White,SomeCollege,suburban,south,17-33 %ile,skilled,no,protestant,yes,democrat
42,male,White,HighSchool,suburban,south,0-16 %ile,skilled,no,other,no,NA
48,female,White,HighSchool,suburban,south,68-95 %ile,clerical,yes,protestant,yes,democrat
51,female,White,CollegeDegree,rural,northeast,68-95 %ile,clerical,no,catholic,yes,republican
29,female,Hispanic,SomeCollege,central,south,34-67 %ile,clerical,no,catholic,yes,democrat
43,male,White,CollegeDegree,central,south,68-95 %ile,professional,no,protestant,yes,democrat
44,male,Black,GradeSchool,central,south,34-67 %ile,skilled,no,protestant,no,NA
32,female,Black,CollegeDegree,suburban,south,34-67 %ile,professional,no,protestant,yes,democrat
40,male,White,CollegeDegree,suburban,south,34-67 %ile,professional,no,protestant,yes,democrat
76,female,White,CollegeDegree,central,west,34-67 %ile,professional,no,protestant,yes,democrat
36,male,Black,SomeCollege,central,south,17-33 %ile,skilled,no,protestant,yes,democrat
76,female,White,CollegeDegree,rural,south,17-33 %ile,professional,no,protestant,yes,republican
56,male,White,HighSchool,rural,northeast,34-67 %ile,skilled,yes,catholic,yes,democrat
76,female,White,CollegeDegree,central,northeast,17-33 %ile,professional,yes,catholic,yes,democrat
72,female,White,SomeCollege,suburban,north central,34-67 %ile,clerical,no,protestant,yes,other
26,female,White,SomeCollege,suburban,south,34-67 %ile,clerical,no,protestant,no,NA
38,female,White,HighSchool,rural,north central,68-95 %ile,clerical,yes,catholic,yes,republican
22,male,Black,HighSchool,rural,south,0-16 %ile,farmers,no,other,no,NA
35,male,White,HighSchool,rural,south,34-67 %ile,skilled,no,protestant,no,NA
34,male,White,CollegeDegree,rural,south,68-95 %ile,farmers,no,protestant,yes,republican
25,male,Hispanic,HighSchool,rural,south,34-67 %ile,skilled,no,catholic,yes,republican
29,male,White,HighSchool,suburban,north central,68-95 %ile,skilled,no,protestant,yes,other
59,female,White,CollegeDegree,central,west,68-95 %ile,professional,no,other,yes,democrat
35,male,Hispanic,HighSchool,suburban,south,34-67 %ile,skilled,no,catholic,yes,democrat
34,male,White,SomeCollege,suburban,north central,68-95 %ile,professional,no,protestant,yes,republican
44,female,White,CollegeDegree,suburban,north central,68-95 %ile,professional,no,protestant,yes,republican
35,female,White,HighSchool,suburban,north central,68-95 %ile,homemakers,no,protestant,yes,republican
60,male,White,HighSchool,central,north central,0-16 %ile,clerical,no,protestant,yes,democrat
43,female,Black,GradeSchool,central,south,17-33 %ile,skilled,no,protestant,no,NA
80,male,Black,CollegeDegree,central,south,68-95 %ile,professional,no,protestant,yes,democrat
48,female,White,SomeCollege,suburban,south,0-16 %ile,clerical,no,protestant,yes,republican
31,male,White,HighSchool,central,south,68-95 %ile,skilled,no,protestant,no,NA
20,female,Black,HighSchool,central,south,34-67 %ile,skilled,no,protestant,no,NA
82,female,White,GradeSchool,suburban,south,0-16 %ile,farmers,no,other,yes,democrat
35,female,Hispanic,HighSchool,suburban,south,0-16 %ile,clerical,no,protestant,no,NA
27,male,NativeAmerican,HighSchool,suburban,south,17-33 %ile,skilled,no,other,no,NA
23,male,Black,HighSchool,suburban,south,17-33 %ile,skilled,no,protestant,no,NA
21,female,White,HighSchool,suburban,west,34-67 %ile,professional,no,protestant,yes,republican
54,male,White,CollegeDegree,suburban,west,68-95 %ile,clerical,no,protestant,yes,republican
34,male,White,SomeCollege,rural,north central,34-67 %ile,professional,yes,protestant,yes,republican
44,female,White,HighSchool,rural,west,68-95 %ile,skilled,no,protestant,yes,NA
35,male,Hispanic,SomeCollege,rural,south,17-33 %ile,skilled,no,catholic,yes,democrat
36,female,Black,HighSchool,rural,south,17-33 %ile,skilled,no,protestant,no,NA
37,male,NativeAmerican,HighSchool,rural,south,34-67 %ile,professional,no,protestant,no,NA
37,female,Black,SomeCollege,rural,south,17-33 %ile,skilled,no,protestant,yes,democrat
81,female,Black,HighSchool,rural,south,34-67 %ile,skilled,no,protestant,yes,republican
62,female,White,CollegeDegree,rural,south,68-95 %ile,professional,no,protestant,yes,republican
84,female,White,GradeSchool,rural,north central,17-33 %ile,skilled,no,protestant,yes,republican
55,male,White,HighSchool,rural,north central,68-95 %ile,clerical,no,protestant,yes,democrat
37,female,White,SomeCollege,rural,north central,34-67 %ile,professional,yes,catholic,yes,democrat
45,male,White,CollegeDegree,suburban,north central,68-95 %ile,professional,no,protestant,yes,other
44,male,Black,SomeCollege,central,northeast,96-100 %ile,professional,no,protestant,yes,democrat
37,male,White,CollegeDegree,suburban,northeast,68-95 %ile,skilled,no,protestant,yes,republican
42,male,Black,HighSchool,central,south,17-33 %ile,skilled,no,protestant,yes,democrat
32,male,White,SomeCollege,suburban,west,34-67 %ile,skilled,no,catholic,yes,democrat
41,female,Black,CollegeDegree,suburban,south,68-95 %ile,homemakers,no,protestant,yes,democrat
51,female,White,CollegeDegree,suburban,north central,96-100 %ile,professional,no,protestant,yes,democrat
35,female,Asian,GradeSchool,suburban,north central,34-67 %ile,professional,no,protestant,yes,republican
53,male,Asian,CollegeDegree,suburban,west,68-95 %ile,professional,no,catholic,yes,republican
23,male,White,CollegeDegree,central,northeast,68-95 %ile,professional,no,protestant,yes,democrat
39,male,White,CollegeDegree,central,northeast,34-67 %ile,skilled,yes,protestant,yes,republican
43,female,Black,HighSchool,central,north central,68-95 %ile,clerical,yes,protestant,yes,democrat
84,male,White,HighSchool,suburban,northeast,17-33 %ile,skilled,no,catholic,yes,democrat
45,male,White,CollegeDegree,rural,north central,34-67 %ile,farmers,no,protestant,yes,republican
34,female,White,CollegeDegree,central,north central,17-33 %ile,professional,no,protestant,yes,democrat
64,female,White,HighSchool,central,north central,0-16 %ile,clerical,no,catholic,yes,democrat
27,female,NativeAmerican,HighSchool,rural,south,34-67 %ile,clerical,no,protestant,yes,republican
20,male,White,HighSchool,rural,north central,68-95 %ile,skilled,yes,protestant,yes,republican
51,male,White,CollegeDegree,rural,south,68-95 %ile,clerical,no,protestant,yes,republican
24,male,White,SomeCollege,rural,north central,34-67 %ile,skilled,yes,protestant,no,NA
23,male,White,SomeCollege,suburban,north central,68-95 %ile,clerical,no,catholic,yes,democrat
46,male,White,CollegeDegree,rural,south,34-67 %ile,clerical,no,catholic,yes,republican
50,male,White,HighSchool,rural,south,34-67 %ile,farmers,no,protestant,yes,democrat
21,female,White,HighSchool,suburban,northeast,34-67 %ile,clerical,no,other,no,NA
28,female,White,SomeCollege,suburban,north central,68-95 %ile,skilled,no,catholic,yes,republican
56,female,White,HighSchool,suburban,northeast,34-67 %ile,professional,yes,catholic,yes,other
76,female,White,HighSchool,suburban,northeast,17-33 %ile,skilled,yes,catholic,yes,democrat
45,male,White,SomeCollege,rural,south,68-95 %ile,farmers,no,protestant,yes,republican
43,female,White,SomeCollege,suburban,south,96-100 %ile,homemakers,no,protestant,yes,republican
36,female,White,HighSchool,suburban,north central,68-95 %ile,skilled,no,protestant,yes,republican
74,male,White,GradeSchool,suburban,north central,68-95 %ile,skilled,no,catholic,yes,other
51,female,White,HighSchool,suburban,northeast,34-67 %ile,clerical,yes,protestant,yes,democrat
57,female,White,SomeCollege,suburban,northeast,34-67 %ile,professional,no,protestant,yes,republican
38,female,White,SomeCollege,suburban,northeast,68-95 %ile,professional,no,protestant,yes,other
64,female,White,CollegeDegree,suburban,northeast,68-95 %ile,homemakers,no,protestant,yes,republican
37,male,White,CollegeDegree,suburban,northeast,34-67 %ile,skilled,no,catholic,yes,democrat
83,female,White,HighSchool,suburban,north central,0-16 %ile,homemakers,no,catholic,yes,republican
47,female,White,HighSchool,suburban,north central,68-95 %ile,homemakers,no,protestant,yes,republican
69,male,White,CollegeDegree,suburban,north central,68-95 %ile,professional,no,protestant,yes,republican
31,male,White,SomeCollege,suburban,west,34-67 %ile,skilled,yes,protestant,yes,republican
31,male,White,CollegeDegree,suburban,west,68-95 %ile,professional,no,other,yes,republican
33,female,Hispanic,SomeCollege,central,west,34-67 %ile,clerical,no,protestant,yes,republican
67,female,White,HighSchool,suburban,west,17-33 %ile,skilled,no,other,yes,democrat
28,female,White,SomeCollege,rural,northeast,0-16 %ile,professional,no,protestant,no,NA
59,female,White,HighSchool,rural,north central,96-100 %ile,farmers,no,protestant,yes,democrat
28,male,White,HighSchool,rural,north central,34-67 %ile,farmers,no,protestant,yes,other
21,male,White,SomeCollege,rural,north central,68-95 %ile,skilled,no,protestant,yes,democrat
41,female,White,HighSchool,rural,north central,68-95 %ile,professional,yes,protestant,yes,republican
45,female,White,HighSchool,central,northeast,68-95 %ile,clerical,no,jewish,yes,democrat
35,male,NativeAmerican,HighSchool,suburban,north central,34-67 %ile,professional,yes,protestant,yes,republican
38,female,White,CollegeDegree,rural,north central,68-95 %ile,professional,no,protestant,yes,democrat
23,male,White,SomeCollege,suburban,north central,34-67 %ile,clerical,no,protestant,yes,democrat
33,male,White,HighSchool,rural,south,68-95 %ile,professional,yes,protestant,yes,democrat
55,female,Black,HighSchool,central,south,17-33 %ile,skilled,no,protestant,yes,democrat
36,male,White,HighSchool,suburban,south,68-95 %ile,professional,yes,catholic,no,NA
33,female,White,SomeCollege,suburban,south,34-67 %ile,homemakers,no,catholic,yes,other
55,female,White,HighSchool,suburban,north central,68-95 %ile,homemakers,yes,other,yes,democrat
25,male,White,HighSchool,central,west,68-95 %ile,clerical,yes,catholic,yes,other
40,male,Asian,CollegeDegree,central,west,68-95 %ile,professional,no,other,yes,other
53,female,White,HighSchool,central,north central,0-16 %ile,skilled,no,catholic,yes,republican
73,female,White,GradeSchool,suburban,south,68-95 %ile,homemakers,no,protestant,no,NA
79,female,White,SomeCollege,suburban,south,68-95 %ile,professional,no,protestant,yes,democrat
32,female,Black,HighSchool,suburban,north central,68-95 %ile,clerical,no,protestant,yes,democrat
31,female,Black,HighSchool,central,north central,0-16 %ile,skilled,no,protestant,yes,democrat
37,female,Black,CollegeDegree,suburban,north central,68-95 %ile,professional,no,catholic,yes,democrat
57,male,NativeAmerican,HighSchool,suburban,north central,68-95 %ile,skilled,no,protestant,yes,democrat
31,male,White,HighSchool,central,north central,68-95 %ile,professional,no,protestant,yes,democrat
45,male,White,CollegeDegree,suburban,north central,96-100 %ile,professional,no,protestant,yes,republican
38,male,Black,HighSchool,suburban,north central,68-95 %ile,skilled,yes,protestant,yes,democrat
58,male,Black,GradeSchool,suburban,north central,68-95 %ile,skilled,no,protestant,yes,democrat
40,female,White,SomeCollege,rural,north central,0-16 %ile,clerical,no,protestant,no,NA
37,male,White,SomeCollege,rural,north central,34-67 %ile,laborer,no,protestant,yes,other
84,male,White,GradeSchool,rural,south,0-16 %ile,farmers,no,protestant,yes,democrat
76,male,White,HighSchool,rural,north central,0-16 %ile,skilled,no,protestant,yes,republican
48,female,White,CollegeDegree,rural,north central,17-33 %ile,homemakers,no,protestant,yes,democrat
53,female,White,CollegeDegree,rural,north central,68-95 %ile,professional,no,catholic,yes,democrat
83,female,White,GradeSchool,rural,northeast,17-33 %ile,skilled,no,catholic,no,NA
40,male,White,CollegeDegree,central,west,68-95 %ile,professional,no,jewish,yes,democrat
35,female,White,HighSchool,suburban,west,34-67 %ile,farmers,no,catholic,no,NA
48,male,White,HighSchool,rural,west,68-95 %ile,skilled,no,other,yes,republican
52,male,White,HighSchool,rural,west,34-67 %ile,professional,no,catholic,no,NA
